Time Received,VIN,VIN Search,Tag,Tag Search,Year,Make,Model,Color,Type,Tow Location,Pickup Lot,Time of Tow
02/07/2024 00:10,xxxxxxxxxxxx54219,2FMDK3GC4BBB54219,xxxx9707,TRR 9707,2011,FORD,EDGE,WHITE,PUBLIC,BROAD ROCK BLVD/WARWICK RD RICH,642 W SOUTHSIDE PLZ,02/06/2024 11:33 PM
02/12/2024 14:52,xxxxxxxxxxxx85496,2FMDK3GC5DBB85496,xxx6924,UPB6924,2013,FORD,EDGE,BLACK,REPO,700-BLK N 1ST ST,4839WALLERRD,02/12/2024 2:52 PM
02/07/2024 18:32,xxxxxxxxxxxx57068,2FMDK3GC9DBB57068,xxx2914,VJH2914,2013,FORD,EDGE,WHITE,PRIVATE,1300-BLK E MAIN ST,1901 RICHMOND HWY,02/07/2024 6:30 PM
02/13/2024 23:32,xxxxxxxxxxxx13402,2FMDK3KC3DBC13402,xxxx2020,UCX-2020,2013,FORD,EDGE,SILVER,REPO,300-BLK W CHARITY ST,2500 AUSTIN AVE RICHMOND VA,02/13/2024 11:31 PM
02/16/2024 03:26,xxxxxxxxxxxx44368,2FMDK4KC1BBA44368,xxx4451,TNZ4451,2011,FORD,EDGE,WHITE,PRIVATE,4600-BLK SOUTHWOOD PKWY,1901 RICHMOND HWY,02/16/2024 3:16 AM
02/05/2024 11:21,xxxxxxxxxxxx04490,2FMDK4KC1EBA04490,xxx8132,TNA8132,2014,FORD,EDGE,BLK,PUBLIC,800-BLK PORTER ST,642 W SOUTHSIDE PLZ,02/05/2024 11:20 AM
02/05/2024 19:55,xxxxxxxxxxxx93487,2FMZA5141XBA93487,NONE,NONE,1999,FORD,WINDS,MAROON,PUBLIC,4200-BLK WALMSLEY BLVD,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 9:53 AM
02/16/2024 05:41,xxxxxxxxxxxx09200,2G1105S3XH9109200,xxRDOE,MIRDOE,2017,CHEVY,IMPAL,WHITE,PRIVATE,TOWNE HOMES OF CHESTERFIELD RICH,GRAB N GO,02/16/2024 5:40 AM
02/12/2024 19:49,xxxxxxxxxxxx09035,2G1155S36E9309035,xxxx1461,UCW-1461,2014,CHEVR,IMPAL,BLACK,PUBLIC,POWELL RD/ORCUTT LN RICH,642 W SOUTHSIDE PLAZA DRIVE,02/12/2024 6:28 PM
02/09/2024 05:34,xxxxxxxxxxxx02243,2G1FB1E35F9302243,xxx4874,TRU4874,2015,CHEVY,CAMAR,WHITE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 5:34 AM
02/06/2024 11:11,xxxxxxxxxxxx06862,2G1FC3D39C9106862,xxxx4449,TYM-4449,2012,CHEVR,CAMAR,RED,PUBLIC,1800-BLK EVERETT ST,642 W SOUTHSIDE PLAZA DRIVE,02/06/2023 10:09 AM
02/08/2024 05:40,xxxxxxxxxxxx03264,2G1WA5E31G1103264,xxP264,WSP264,2016,CHEVY,IMPAL,WHITE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 5:40 AM
02/08/2024 00:55,xxxxxxxxxxxx53524,2G1WB58N781353524,xxx3756,TWA3756,2008,CHEVR,IMPAL,WHITE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 12:55 AM
02/13/2024 01:43,xxxxxxxxxxxx06565,2G1WC5E37D1206565,xxx1360,JLL1360,2013,CHEVY,IMPAL,BLACK,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/13/2024 1:43 AM
02/09/2024 09:58,xxxxxxxxxxxx20411,2G1WG5E32C1220411,xxx1399,TZD1399,2012,CHEVY,IMPAL,BLK,PUBLIC,1200-BLK E MAIN ST,642 W SOUTHSIDE PLZ,02/09/2024 9:57 AM
02/08/2024 17:10,xxxxxxxxxxxx77616,2G1WT58K079277616,NONE,NONE,2007,CHEV,IMP,BLACK,PUBLIC,500-BLK E 16TH ST,642 W SOUTHSIDE PLZ,02/08/2024 5:06 PM
02/08/2024 10:51,xxxxxxxxxxxx04196,2G1WT58K769404196,xxxx9224,UNR-9224,2006,CHEVY,IMPAL,SILVER,PUBLIC,00-BLK E 7TH ST,642 W SOUTHSIDE PLZ,02/08/2024 8:51 AM
02/05/2024 19:58,xxxxxxxxxxxx13248,2G2FS22K9X2213248,xxxx3268,VCC-3268,1999,PONTI,FIREB,RED,PUBLIC,3000-BLK BROAD ROCK BLVD,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 9:53 AM
02/14/2024 20:31,xxxxxxxxxxxx50897,2G2WP522941150897,xxxx6528,TYK-6528,2002,PONTI,GRAND,GRAY,PRIVATE,0-BLK W JACKSON ST,1200 BENTLEY ST,02/14/2024 8:31 PM
02/07/2024 01:59,xxxxxxxxxxxx28778,2G2WP552871228778,xxx6277,TVS6277,2007,PONTI,GRAND,GOLD,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/07/2024 1:58 AM
02/07/2024 07:12,xxxxxxxxxxxx43313,2G2WS522X51143313,xxx9391,TNS9391,2005,PONTI,GRAND,GRAY,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/07/2024 7:10 AM
02/06/2024 01:02,xxxxxxxxxxxx55909,2G4GR5EK2C9155909,xxx9852,UCR9852,2012,BUICK,REGAL,BLACK,PRIVATE,1800-BLK SEMMES AVE,11 THURMAN ST,02/05/2024 11:36 PM
02/14/2024 00:03,xxxxxxxxxxxx03864,2G4WB52K741303864,xx7888,L67888,2004,BUICK,CENT,BROWN,PRIVATE,1700-BLK COLORADO AVE,5341 OLD MIDLOTHIAN TPKE,02/14/2024 12:02 AM
02/12/2024 15:28,xxxxxxxxxxxx36375,2G4WD532051336375,xxxx4843,UMP-4843,2005,BUICK,LACRO,GRAY,PUBLIC,N 8TH ST/E BROAD ST RICH,642 W SOUTHSIDE PLZ,02/12/2024 1:26 PM
02/15/2024 10:07,xxxxxxxxxxxx32612,2G4WS52J621132612,xxxx3678,TXT-3678,2002,BUICK,CENT,SILVER,PUBLIC,1300-BLK LYNHAVEN AVE,642 W SOUTHSIDE PLAZA,02/15/2024 10:05 AM
02/07/2024 12:30,xxxxxxxxxxxx64960,2GCEC19R3W1164960,xxxx4240,UUT-4240,1998,CHEVR,C1500,WHITE,PUBLIC,00-BLK E 10TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:16 AM
02/10/2024 01:36,xxxxxxxxxxxx83588,2GCEK13T241383588,xxx4394,UDX4394,4,CHEVY,SILVE,SILVER,PRIVATE,900-BLK N LOMBARDY ST,4839 WALLER RD,02/10/2024 1:15 AM
02/05/2024 20:11,xxxxxxxxxxxx80494,2GKALWEK9D6380494,xxxx4504,TNS 4504,2013,GMC,4DOOR,GREY,PRIVATE,0-BLK W JACKSON ST,1200 BENTLEY  ST,01/28/2024 2:12 PM
02/18/2024 01:20,xxxxxxxxxxxx79934,2gkflwe31d6179934,xxx7242,TZA7242,2013,GMC,TERRA,WHITE,PRIVATE,1300-BLK ALTAMONT AVE,1740 BELT BLVD,02/17/2024 8:05 PM
02/06/2024 03:23,xxxxxxxxxxxx28790,2GNALAEK0E6128790,xxx7214,UKH7214,2014,CHEVR,EQUIN,WHITE,PRIVATE,1500-BLK CLARKSON RD,1901 RICHMOND HWY,02/06/2024 3:23 AM
02/09/2024 23:12,xxxxxxxxxxxx43950,2GNALBEK4E6243950,xxx5654,TXC5654,14,CHEVY,EQUIN,BLACK,PRIVATE,900-BLK TERMINAL PL,4839 WALLER RD,02/09/2024 10:55 PM
02/16/2024 06:43,xxxxxxxxxxxx13693,2gnflde39d6313693,xxxx7033,PC387033,2013,CHEVY,EQUIN,SILVER,PRIVATE,1200-BLK MOORE ST,6906 SCHOOL AVE,02/16/2024 6:43 AM
02/13/2024 19:59,xxxxxxxxxxxx08157,2GNFLFEK6E6108157,xx930E,42930E,2014,CHEVR,EQUIN,WHITE,PRIVATE,500-BLK N 3RD ST,1901 RICHMOND HWY,02/13/2024 7:58 PM
02/12/2024 09:53,xxxxxxxxxxxx05045,2GNFLFEKXH6305045,xxxx5925,UJH-5925,2017,CHEVY,EQUIN,BLACK,PUBLIC,HULL ST/E PILKINGTON ST RICH,642 W SOUTHSIDE PLZ,02/12/2024 8:30 AM
02/07/2024 18:08,xxxxxxxxxxxx59307,2GTEK19T021259307,xxxx9149,VUN-9149,2002,GMC,SIERR,GOLD,PUBLIC,1400-BLK W MARSHALL ST,642 W SOUTHSIDE PLZ,02/07/2024 4:59 PM
02/08/2024 21:44,xxxxxxxxxxxx01601,2HGEJ6675WH601601,xxx,N/A,1998,HONDA,CIVIC,WHT,PUBLIC,RICHMOND HWY/EDWARDS AVE RICH,642 W SOUTHSIDE PLZ,02/08/2024 9:44 PM
02/07/2024 10:58,xxxxxxxxxxxx12086,2HGES16694H612086,xxxx6718,VND-6718,2004,HONDA,CIVIC,BLUE,PUBLIC,200-BLK 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:58 AM
02/15/2024 07:47,xxxxxxxxxxxx72272,2hgfb2f52ch572272,xxKKKK,MIKKKK,2012,HONDA,CIVIC,BLUE,REPO,2100-BLK PHAUP ST,3575 BRIDGE RD,02/08/2024 7:47 AM
02/17/2024 04:20,xxxxxxxxxxxx25679,2HGFB2F52EH525679,xxx9496,UGU9496,2014,HINDA,CIVIC,BLACK,PRIVATE,200-BLK HULL ST,3121 WILLIAMSBURG RD RICHMOND VA 23231,02/03/2024 3:35 AM
02/11/2024 11:32,xxxxxxxxxxxx43387,2HGFB2F79FH543387,xxxx1290,TLH-1290,2015,HONDA,CIVIC,BLACK,PUBLIC,1100-BLK W FRANKLIN ST,642 W SOUTHSIDE PLZ,02/11/2024 10:00 AM
02/14/2024 21:09,xxxxxxxxxxxx24190,2HGFC2F67KH524190,xxx7370,UBP7370,2019,HONDA,CIVIC,RED,PRIVATE,100-BLK W GRACE ST,1901 RICHMOND HWY,02/14/2024 9:08 PM
02/05/2024 06:11,xxxxxxxxxxxx63009,2HGFG12668H563009,xxxx1781,TNG-1781,2008,HONDA,CIVIC,BLUE,REPO,1100-BLK S RANDOLPH ST,2500 AUSTIN AVE RICHMOND VA,02/05/2024 6:11 AM
02/15/2024 17:32,xxxxxxxxxxxx00816,2hgfg12687h500816,xxx4878,JYM4878,7,HONDA,CIVIC,BLUE,PRIVATE,3000-BLK NORTH AVE,3814 MEADOWBRIDGE RD,02/15/2024 5:00 PM
02/12/2024 00:23,xxxxxxxxxxxx44200,2HGFG12807H544200,xxx1198,UFH1198,2007,HONDA,CIVIC,RED,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/12/2024 12:23 AM
02/16/2024 21:04,xxxxxxxxxxxx11290,2HGFG12819H511290,xx54RA,2954RA,2009,HONDA,CIVIC,GRY,PUBLIC,W CARY ST/RANDOLPH ST RICH,642 W SOUTHSIDE PLZ,02/16/2024 9:02 PM
02/07/2024 11:47,xxxxxxxxxxxx37133,2HGFG12949H537133,xxxx3468,UFD-3468,2009,HONDA,CIVIC,BLACK,PUBLIC,300-BLK W 9TH ST,642 W SOUTHSIDE PLZ,02/07/2024 11:47 AM
02/15/2024 15:34,xxxxxxxxxxxx12081,2HGFG12998H512081,xxx3906,UFN3906,2008,HONDA,CIVIC,SILVER,PRIVATE,0-BLK W MARSHALL ST,11 THURMAN ST,02/15/2024 3:34 PM
02/14/2024 11:07,xxxxxxxxxxxx15541,2HGFG3A54DH515541,xxxx4716,UCJ-4716,2013,HONDA,CIVIC,BLUE,PUBLIC,1500-BLK COLUMBIA ST,642 W SOUTHSIDE PLZ,02/14/2024 9:53 AM
02/05/2024 12:29,xxxxxxxxxxxx28853,2HGFG3B52DH528853,xxx4117,TMC4117,2013,HONDA,CIVIC,RED,PUBLIC,1000-BLK PERRY ST,642 W SOUTHSIDE PLZ,02/05/2024 12:29 PM
02/17/2024 03:49,xxxxxxxxxxxx32264,2HGFG3B53DH532264,xxx3583,UNE3583,2013,HONDA,CIVIC,BLACK,PRIVATE,200-BLK HULL ST,31/1 WILLIAMSBURG RD RICHMOND VA 23231,02/17/2024 3:00 AM
02/16/2024 23:13,xxxxxxxxxxxx13057,2HGFG3B59FH513057,xxx6507,TVU6507,2015,HONDA,CIVIC,WHITE,PRIVATE,100-BLK W FRANKLIN ST,168 BELT BLVD,02/16/2024 11:13 PM
02/13/2024 21:30,xxxxxxxxxxxx58624,2HKRM4H55GH658624,xxxx1987,PC241987,2016,HONDA,CRV,BLUE,PRIVATE,0-BLK S HARVIE ST,168 BELT BLVD,02/13/2024 9:30 PM
02/16/2024 01:22,xxxxxxxxxxxx60329,2HKRM4H74EH660329,xxx3263,VXR3263,2014,HONDA,CR-V,BLUE,PRIVATE,1600-BLK OVERBROOK RD,4901 WALLER ROAD,02/15/2024 9:24 PM
02/15/2024 11:47,xxxxxxxxxxxx93201,2HKRW2H58LH693201,xIVES,DIVES,2020,HONDA,CR-V,BLACK,PUBLIC,4100-BLK CASTLEWOOD RD,642 W SOUTHSIDE PLZ,02/15/2024 11:17 AM
02/09/2024 12:32,xxxxxxxxxxxx05098,2HNYD18642H505098,xxx8784,TWD8784,2002,ACURA,MDX,RED,PUBLIC,2300-BLK RUFFIN RD,642 W SOUTHSIDE PLZ,02/09/2024 12:32 PM
02/14/2024 19:29,xxxxxxxxxxxx18710,2HNYD2H25DH518710,xxxx4571,6AZ-4571,2013,ACURA,MDX,WHITE,PUBLIC,BURGUNDY RD/N HUGUENOT RD RICH,642 W SOUTHSIDE PLZ,02/14/2024 7:28 PM
02/05/2024 11:06,xxxxxxxxxxxx28862,2HNYD2H27AH528862,xxx1950,AEZ1950,2010,ACURA,MDX,SILVER,PUBLIC,1200-BLK PERRY ST,642 W SOUTHSIDE PLZ,02/05/2024 11:05 AM
02/06/2024 13:17,xxxxxxxxxxxx67502,2T1BR12EX2C567502,NONE,NONE,2002,TOYOT,COROL,GRAY,PUBLIC,1600-BLK ALBANY AVE,642 W SOUTHSIDE PLAZA DRIVE,02/06/2023 10:17 AM
02/05/2024 03:19,xxxxxxxxxxxx51522,2T1BR32E76C651522,xxxx4966,UEF 4966,2008,TOYOT,CORRO,GRAY,PRIVATE,2500-BLK ATWELL DR,11THURMAN ST,02/05/2024 3:19 AM
02/09/2024 20:21,xxxxxxxxxxxx90024,2T1BR32EX6C690024,xxx9342,VJF9342,6,TOYOT,COROL,ORANGE,PRIVATE,1700-BLK SUMMIT AVE,4839 WALLER RD,02/09/2024 8:01 PM
02/16/2024 22:08,xxxxxxxxxxxx67576,2T1BR32EX8C867576,xxx1538,PKB1538,8,TOYOT,COROL,WHITE,PRIVATE,900-BLK TERMINAL PL,4839 WALLER RD,02/16/2024 9:58 PM
02/04/2024 22:03,xxxxxxxxxxxx92059,2T1BU4EE2AC492059,xON3Y,TON3Y,2010,TOYOT,COROL,RED,PUBLIC,500-BLK NORTH 18TH ST,1901 RICHMOND HWY,02/04/2024 9:00 PM
02/16/2024 15:56,xxxxxxxxxxxx41302,2T1BU4EE2BC741302,xxDOZA,MNDOZA,2011,TOYOT,COROL,BURGAND,PUBLIC,3000-BLK GRACE SY,642 W SOUTHSIDE PLZ,02/16/2024 3:54 PM
02/05/2024 19:26,xxxxxxxxxxxx68241,2T1BU4EE2DC068241,xxx5136,URM5136,2013,TOYOT,COROL,RED,PRIVATE,0-BLK S HARVIE ST,168 BELT BLVD,02/05/2024 7:26 PM
02/14/2024 09:58,xxxxxxxxxxxx42246,2T1BU4EE3DC042246,xxxx6140,TNR-6140,2013,TOYOT,COROL,SILVER,PUBLIC,1000-BLK E MAIN ST,642 W SOUTHSIDE PLZ,02/14/2024 7:47 AM
02/05/2024 03:23,xxxxxxxxxxxx90906,2T1BU4EE3DC990906,xxCR23,HPCR23,2013,TOYOT,COR,WHITE,PUBLIC,2700-BLK HOPKINS RD,1901 RICHMOND HWY,02/05/2024 1:50 AM
02/11/2024 01:32,xxxxxxxxxxxx68549,2T1BU4EE5DC968549,xxx3071,UWV3071,13,TOYOT,COROL,GREY,PRIVATE,900-BLK BOWE ST,4839 WALLER RD,02/11/2024 1:15 AM
02/05/2024 22:46,xxxxxxxxxxxx05038,2T1BU4EE9DC005038,xxx8663,VSC8663,2013,TOYOT,COROL,SILVER,PRIVATE,3200-BLK CUTSHAW AVE,4901 WALLER ROAD,02/05/2024 10:46 PM
02/11/2024 20:08,xxxxxxxxxxxx80370,2T1BURHE1FC380370,xx95SP,8695SP,2015,TOYOT,CORR,BLUE,PUBLIC,500-BLK NORTH 18 ST,1901 RICHMOND HWY,02/11/2024 8:07 PM
02/14/2024 21:28,xxxxxxxxxxxx52809,2T1BURHE1HC752809,xxx9345,UDT9345,2017,TOYOT,CORO,BLACK,PRIVATE,500-BLK DECATUR ST,168 BELT BLVD,02/14/2024 9:27 PM
02/06/2024 10:49,xxxxxxxxxxxx92582,2T1BURHE3FC292582,xxx8476,VNZ8476,2015,TOYOT,COROL,RED,PUBLIC,1000-BLK PERRY ST,642 W SOUTHSIDE PLZ,02/06/2024 10:49 AM
02/09/2024 23:14,xxxxxxxxxxxx39579,2T1BURHE3KC139579,xxxx9887,UFC 9887,2019,TOYOT,4DOOR,GREY,PRIVATE,2900-BLK KENSINGTON AVE,1200 BENTLEY  ST,02/09/2024 11:14 PM
02/06/2024 02:58,xxxxxxxxxxxx86156,2T1BURHE4GC686156,NONE,NONE,2016,TOYOT,COROL,BLACK,PUBLIC,CARMINE ST/BETHEL ST RICH,642 W SOUTHSIDE PLZ,02/06/2024 2:54 AM
02/07/2024 00:38,xxxxxxxxxxxx30446,2T1BURHE4GC730446,xxKIAH,MAKIAH,2016,TOYOT,COROL,BLACK,PRIVATE,1500-BLK GERMAN SCHOOL RD,1901 RICHMOND HWY,02/07/2024 12:38 AM
02/15/2024 04:57,xxxxxxxxxxxx40889,2T1BURHE5HC840889,xxx5886,UCJ5886,2017,TOYOT,COROL,BLACK,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/15/2024 4:57 AM
02/05/2024 20:09,xxxxxxxxxxxx76578,2T1BURHE6GC576578,xxx7537,UTC7537,2016,TOYOT,COROL,RED,PRIVATE,0-BLK S HARVIE ST,168 BELT BLVD,02/05/2024 8:08 PM
02/08/2024 05:48,xxxxxxxxxxxx60956,2T1BURHE6HC860956,xxx6226,UHK6226,2017,TOYOT,COROL,BLUE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 5:48 AM
02/08/2024 20:32,xxxxxxxxxxxx82045,2T1BURHE8JC982045,xxx1301,VLV1301,2018,TOYOT,COROL,BLUE,PRIVATE,100-BLK S DAVIS AVE,4901 WALLER ROAD,02/08/2024 8:31 PM
02/08/2024 01:45,xxxxxxxxxxxx33695,2T1BURHE8KC133695,xxx4671,UAB4671,2019,TOYOT,COROL,BLACK,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 1:45 AM
02/14/2024 01:28,xxxxxxxxxxxx11725,2T1BURHE9GC511725,xxx6557,TTM6557,16,TOYOT,COROL,SILVER,PRIVATE,500-BLK W FRANKLIN ST,4839 WALLER RD,02/14/2024 1:18 AM
02/05/2024 12:40,xxxxxxxxxxxx77506,2T1BURHE9HC777506,xxx7952,TMT7952,2017,TOYOT,COROL,BLK,PUBLIC,1200-BLK PERRY ST,642 W SOUTHSIDE PLZ,02/05/2024 12:39 PM
02/05/2024 08:09,xxxxxxxxxxxx86614,2T1BURHE9HC886614,xxxx1001,UFG-1001,2017,TOYOT,COROL,BLACK,PUBLIC,400-BLK W FRANKLIN ST,642 W SOUTHSIDE PLZ,02/05/2024 7:16 AM
02/09/2024 04:12,xxxxxxxxxxxx66359,2T1BURHE9JC066359,xxx2971,TRS2971,2018,TOYOT,COROL,RED,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 4:12 AM
02/14/2024 00:17,xxxxxxxxxxxx92859,2T1F1RFV2MW192859,xxx8487,TRN8487,21,TOYOT,RAV4,RED,PRIVATE,900-BLK N LOMBARDY ST,4839 WALLER RD,02/14/2024 12:00 AM
02/06/2024 19:14,xxxxxxxxxxxx27547,2T2BAMCA7PC027547,xxx6688,TPL6688,2023,LEXUS,RX350,WHITE,PRIVATE,100-BLK W GRACE ST,1901 RICHMOND HWY,02/06/2024 7:10 PM
02/14/2024 01:58,xxxxxxxxxxxx05170,2T2HA31U14C005170,xxx3440,VZL3440,2004,LEXUS,RX330,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/14/2024 1:58 AM
02/06/2024 02:26,xxxxxxxxxxxx44072,2T3BF4DV9CW244072,xxx1104,WVS1104,2012,TOYOT,RAV4,BLACK,PRIVATE,700-BLK W MARSHALL ST,168 BELT BLVD,02/06/2024 2:25 AM
02/06/2024 11:44,xxxxxxxxxxxx17435,2T3BFREV6DW017435,xxx6537,TZT6537,2013,TOYOT,RAV4,WHITE,PUBLIC,900-BLK MCDONOUGH ST,642 W SOUTHSIDE PLZ,02/06/2024 11:44 AM
02/17/2024 04:20,xxxxxxxxxxxx71660,2T3P1RFV8PW371660,xxLF33,3SLF33,2023,TOYOL,RAV4,GRAY,PRIVATE,200-BLK HULL ST,3121 WILLIAMSBURG RD RICHMOND VA 23231,02/03/2024 3:15 AM
02/11/2024 17:38,xxxxxxxxxxxx24374,2T3RFREV1DW124374,xxxx6516,UFK-6516,2013,TOYOT,RAV4,SILVER,PUBLIC,OVERBROOK RD/HERMITAGE RD RICH,642 W SOUTHSIDE PLZ,02/11/2024 4:32 PM
02/08/2024 13:08,xxxxxxxxxxxx10135,2T3W1RFV5RW310135,xx46AE,BN46AE,2024,TOYOT,RAV4,GRAY,PRIVATE,0-BLK E CANAL ST,1901 RICHMOND HWY,02/08/2024 1:08 PM
02/07/2024 06:51,xxxxxxxxxxxx12038,3C3EL55HXTT312038,xxx4717,TMB4717,1996,CHRYS,SEBRI,RED,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/07/2024 6:50 AM
02/11/2024 22:33,xxxxxxxxxxxx02511,3C4NJCAB6JT102511,xxxBCQV,486BCQV,2018,JEEP,CONPA,GRAY,PRIVATE,900-BLK MYERS ST,168 BELT BLVD,02/11/2024 10:33 PM
02/06/2024 08:31,xxxxxxxxxxxx11857,3C4NJDDB4LT111857,xxx2595,TVD2595,2020,JEEP,CHERO,GRAY,PRIVATE,1600-BLK OVERBROOK RD,4901 WALLER RD,02/06/2024 8:31 AM
02/18/2024 10:17,xxxxxxxxxxxx84209,3C4NJDDB4LT184209,xxxx8948,TZP-8948,2020,JEEP,COMPA,WHITE,PUBLIC,1100 W GRACE ST/600 RYLAND ST RICH,642 W SOUTHSIDE PLZ,02/18/2024 9:10 AM
02/14/2024 19:41,xxxxxxxxxxxx81158,3C4PDCAB0LT181158,xxx4572,KDK4572,2020,DODGE,JOURN,GRAY,PRIVATE,100-BLK W GRACE ST,1901 RICHMOND HWY,02/14/2024 7:41 PM
02/09/2024 00:13,xxxxxxxxxxxx17547,3C4PDCBG3ET117547,xxx3978,VTC3978,2014,DODGE,JOURN,SILVER,PRIVATE,2400-BLK E MAIN ST,1901 RICHMOND HWY,02/09/2024 12:13 AM
02/07/2024 10:21,xxxxxxxxxxxx10216,3C4PDCBG8DT510216,xxxx9118,TZC-9118,2013,DODGE,JOURN,ORANGE,PUBLIC,100-BLK W COMMERCE RD,642 W SOUTHSIDE PLZ,02/07/2024 10:20 AM
02/12/2024 22:26,xxxxxxxxxxxx03425,3C6LRVAG8PE503425,xxxx3314,TSF-3314,2023,DODGE,PROMA,BLACK,REPO,1100-BLK S LOMBARDY ST,8120 SHELL RD CHESTERFIELD,02/12/2024 10:00 PM
02/08/2024 15:57,xxxxxxxxxxxx14782,3C6TRVAG1FE514782,xxxx9834,USF 9834,2015,DODGE,4DOOR,WHITE,PRIVATE,2800-BLK PARK AVE,1200 BENTLEY  ST,02/08/2024 3:57 PM
02/11/2024 17:39,xxxxxxxxxxxx21470,3CZRU5H3OKM721470,xxx1839,UUL1839,2019,HONDA,4DOOR,GREY,PRIVATE,900-BLK W LEIGH ST,1200 BENTLEY  ST,02/11/2024 5:39 PM
02/09/2024 18:33,xxxxxxxxxxxx29712,3CZRU6H56KM729712,xxx8303,TNF8303,2019,HONDA,HRV,GRAY,PRIVATE,1600-BLK OVERBROOK RD,4901 WALLER RD,02/09/2024 6:33 PM
02/05/2024 16:37,xxxxxxxxxxxx27916,3CZRZ1H57PM727916,xxx1382,SBH1382,2023,HONDA,HRV,BLK,PUBLIC,1700-BLK BAINBRIDGE ST,642 W SOUTHSIDE PLZ,02/05/2024 4:36 PM
02/06/2024 01:51,xxxxxxxxxxxx16230,3CZRZ2H37RM716230,xxx7637,TRG7637,2024,HONDA,HR-V,WHITE,PRIVATE,700-BLK W MARSHALL ST,168 BELT BLVD,02/06/2024 1:51 AM
02/07/2024 04:21,xxxxxxxxxxxx75881,3FA6P0CD0LR175881,xxx9624,TUF9624,2020,FORD,FUSIO,WHITE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/07/2024 4:21 AM
02/13/2024 23:44,xxxxxxxxxxxx38432,3FA6P0D93LR138432,xxxx2407,UAP 2407,2020,FORD,FUSIO,BLACK,PUBLIC,S 5TH ST/TREDEGAR ST RICH,642 W SOUTHSIDE PLZ,02/13/2024 11:19 PM
02/11/2024 22:10,xxxxxxxxxxxx84343,3fa6p0g70lr184343,xxx9623,TZZ9623,2020,FORD,FUSIO,SILVER,REPO,700-BLK STOCKTON ST,"2500, AUSTIN AVENUE",02/11/2024 10:10 PM
02/07/2024 10:17,xxxxxxxxxxxx98774,3FA6P0G78GR298774,xxxx2859,TMV-2859,2014,FORD,FUSI,RED,PUBLIC,00-BLK W 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:17 AM
02/09/2024 13:38,xxxxxxxxxxxx74232,3fa6p0h74gr374232,xxx8035,USW8035,2016,FORD,FUSIO,WHITE,REPO,1400-BLK GERMAN SCHOOL RD,3575 BRIDGE RD,02/07/2024 12:35 PM
02/08/2024 22:49,xxxxxxxxxxxx34061,3FA6P0H75GR234061,xxxTAGS,NO TAGS,2016,FORD,FUSIO,WHITE,REPO,1100-BLK ST JOHN ST,2500 AUSTIN AVE RICHMOND VA,02/08/2024 10:49 PM
02/13/2024 14:59,xxxxxxxxxxxx06489,3FA6P0H77JR106489,xxx2439,UDV2439,2018,FORD,FUSIO,BRUGAND,PUBLIC,E BROOKLAND PARK BLVD/GROVELAND AVE RICH,642 W SOUTHSIDE PLZZ,02/13/2024 2:57 PM
02/15/2024 02:04,xxxxxxxxxxxx03502,3FA6P0H78GR203502,xxx4494,UKF4494,2016,FORD,FUSIO,WHITE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/15/2024 2:04 AM
02/07/2024 13:06,xxxxxxxxxxxx04100,3FA6P0HD1HR304100,xxxx4648,TVS-4648,2017,FORD,FUS,RED,PUBLIC,00-BLK E 13TH ST,642 W SOUTHSIDE PLZ,02/07/2024 1:06 PM
02/04/2024 22:01,xxxxxxxxxxxx67138,3FA6P0HD5KR267138,xxx4860,CJP4860,2019,FORD,FUSIO,RED,PUBLIC,1600-BLK MONUMENT AVE,1901 RICHMOND HWY,02/04/2024 8:00 PM
02/04/2024 15:35,xxxxxxxxxxxx89290,3FA6P0LU4FR289290,xxxx9280,UGE-9280,2015,FORD,FUSIO,BLUE,PUBLIC,E MARSHALL ST/N 22ND ST RICH,642 W SOUTHSIDE PLZ,02/04/2024 2:35 PM
